microban-001	dlurrrdlullddruluruuldrddrruldluu
sasquatch-050	dlluuluulllllllluurdldddrrrruurrruullllddldurrddllldldddddruurrruulldurrddlllrrddrrrruulllrrruullrdurrruullruuluulldurrddllrrrddlddddruluuurrddlruuluurlddrddrruulrrrrruuuullllllrrddrrudrruulllrddldurrrddlurulddlddlddlllluurrruurrddrddrrrrrrrrddluruuuluruuullluullllrrrrddrrurulddlllddrrudlluurrrlddlddlddrrudlluurrrlllllddlluuluururduurrrlllddrudrllllddrrudlluullddrlldurrddrrrrrllddrrrrlllluullluullllddrrrddlludrruurrddlrrruullddrrrrrruulldurrddlllluurr
sasquatch-iii-001	lurdrddddddlldllurdrdrruuddlluluuuuurudldddddrdrruullrruuruuldddduuuuuululldrddlddddrrruuuuuurullrdddddddllluuuuruururddduulllurrldddlddruuudlddddrrruuruuluululldrddlddddrrruuruuluurullrdddrddlddllddrululldrruluuuuruururrdlddrddlddllddrrudllulluruuuuruururdlllur
sasquatch-iii-002	rdddrruuruurrdrdrddllururdlllluldrdlllrruuruurrdduulldddrrllurluuldduurruulddrddulullurrurddulllllllddrulurrrrrdrddddllluuululldrdrurdulluurdlddrruluurrdrrruuldrdlullllrrrrdddddllldllurrrrdruuuruululllldddrduuluurrrrdrddlddlllrrruuruulduuurddullldrullldllurrrrrrlllldddluulurrrrlldddrdddllurr
sasquatch-iii-003	drrrrrrrruuluuuuuuulllllllllddrrudlluurrrrrrrrdrddddddlllluululluulluurrrrrrrrurdddduuulllllllllddrrudlluurrrrrrrrllllllddddrrdrddlluluuuuddddrdrrrrrrrddlllllllluuudrrruululluulluurrrrrrrrdrddddduuuuulullllllllddrrddrrdrddlllddrrrrrrrruullllllrrrrrrddlllllllluuuuurrdrddrrrruuuuuuluurdddduuulllllllllddrrudlluurrrrrrrrllllllddddrrdrddrrrrrddlllllllluuuuuuulluurrrrrrrrdrddddduuuuulullllllllddrrdddddddrrrrrrrruullllrrruuuuuuluurddulllllllllddrrudlluurrrrrrrrlllllldddddddddrrrrrrrruullluuululullrrdrdrdddrrrddlllllllluuuuuuudddlldruruuullddrdrulluurrrrrdrdrdddrrrddlllllllluuuluuluuuurrrrrrrrdrddddduuuuulullllllllddddrddrdddrrrrrrrruullruuuuuuluurddddddduuuuuulllllllllddddrddluu
sasquatch-iii-004	ulllllllllldldldlddddrrurdldrrrrrrllllluuuulddurrruluurrrrrrrrruulllllllllldldldlddddrruuurldddlluuuururururrrrrrrrrrddlllllllllddrdllrrrrulldlldldlluuuururururrrrrrrrrrddlllllllllddrdrrrrrrdddlddddrrrruuuuuuuruuullrrdddldddddddlllluuuuruuullulllldrrrrrrulllldrrrrdddlddddrrrruuuuuuuruuulluulllllllllldldldlddddrrururrrrrrrurrruurrdddldddddddlllluuuuruurudlddlddddrrrruuuuuuuruuullddllllrrrddlddruuudlddlddddrrrruuuuuuuruuullddlldlllllllldlddrrrrrrrrlllllllluururrrrrrrrrddludrddluuruulrddluddllrdulllllllluurdldrrrrrrrrdruudllllllllullluuuururururrrrrrrrrrddrrdddldddddddlllluuudddrrrruuuuuuuruuulluulllllllllldldldlddddrrdrrrrrrrrdrullldrullldrrulllldrrulllldrruluuuulddrddlulluuuururururrrrrrrrrrddrrdddldddddddlllluuurulllllllrrrrdrullldrrulllldrrlllluulluuuururururrrrrrrrrrddrrdddldddddddlllluuurulllllrrdrullldrrlllllluulluuuururururrrrrrrrrrddrrdddldddddddlllluuurullldrllllllluulluuuururururrrrrrrrrrddrrdddldddddddlllluuulurlldllurrlldllurrlldllurrluuuldrdddrrrrrrrdddrrrruuuuuuuruuulluulllllllllldldldlddddrrdruudddrrrulldludrrrrrulllldrrrrrrulllldrrrrrrulllldrrdddrruldluuulurlldllurrlldllurrlldllurrlluurdlddrruldlurulddrrrrulldludrrrrrulllldrrrrrrulllldrrrrrrulllldrrdddrrrrullldluuulurlldllurrlldllurrlldllurrlluurduluurdlddddrrrrrrrrddrrruruuuuuruuulluulllllllllldldldlddddrruurrruluurrrrrrrrrllllllllldddrrrulldrrrrullldllllddlluuuururururrrrrrrrrrddllllllllldduurrrrrrrrruulllllllllldldldlddddrruurrrrrulldlllddlluuuururururrrrrrrrrrddllllllllldduurrrrrrrrruulllllllllldldldlddddrruurrrlllurldddlluuuururururrrrrrrrrrddlllllllllddrdlulldddddrrrrrrrrrruuuuulllllllrrrrrrrdddddlllllllllluulluuuururururrrrrrrrrrddlllllllllddlldddddrrrrrrrrddrrruruuuuuruuul
sasquatch-iii-005	ldllllulllrrrdrrulllldrurrdrrrulllllrrrrruldrrrddldldllullllllluluuuururrrrrrrrddrdldlluurldllurrddrrullullddrrulrrrrrrddldldllullllllluluuuururrrrrrrrddrdlllurdrrrrddldldllullllllluluuuururrrrrrrrddldrruluulllllllldlddddrdrrrrrrrdrruluuruulllddruurrdlluruulllllllldlddddrdrrrrrrrdrruluuruluuulllllllldlddddrdrrrrrrrdruuuddrruruul
sasquatch-iii-006	lddrddddllllllludrrrrrrruuuuluullddddduuuuurrddrddddlllllluuurrlldddruluurrurddduuuuurrddrddddlllllullluurrrlddrddluruldrrrrrruuldrdlllllrrrruuruulddrrruullddddllluuuuuurrddrddrrdrdluuuuldldddllllluluurrllddrdrruuudddlldluudrrruuullddldruuulllddrrdrullluurrdurrrdddlrrrruulduruuldrrrddlruuullluurruuluuuurrrrrrrdulllllllddddrddrruuuuudddddlluuluuuurrrrrrdddllruruuldrrrddlluuullllllddddrddrruuuuudddddlluuluuuurrrrrurdldrullllllddrulurrrrrlllllddddruulllddrruuuurrrddddddlluuluuuuldulldrdruldddrururudlddrudddrruuuuuurrdrddllrruulullddduuurrurddullldddrrrrruuulllrrrdddlluulurdddrruulrddllllluuur
sasquatch-iii-007	uuurruldddrurrdrrddduuullullddddruluuurrddlruulldduuluurrdulldddrdrruullruldrrdrrdddlddrrruruuuuuuulullllulldurrdrrrrdrdddddddldllluuruuulluluulddddrddluuuurrdrrdllrrddludddruluuruullullddddrrlddluruuluuuruuldddllurlurlur
sasquatch-iii-008	rdddlddlduruuldulluurdldrrulullldrullldrrurrrddlurullldrrdrulllllurrdrrdrrdrruullllllrrdrrdrddluuddrddluudllluuruuudddlddddruluuuruuurrrrddlddldlldluudrullldrurrddlurrruruuruulllldddduuuurrrrddlddldlluldllurdrrrruruulddrdllluuuuurrrdduuruuldddulldrullllulldrrrrrr
sasquatch-iii-009	ruuuuruululdlddddrruululurrlddrruruuldllddrddlluuruulldrddludrdrrddrruulrddlluuudlluuuurrrrddllddllulldrrrrlluuuulddrddrruulrddlluuddrrddrruulrddlluuudlluuluurrrrrdrrdrddlllddlluulluurudlluurrddludddllurdruuruuuuulldddddrddllurdrrrddrruurrruululldlllrrrurrurddullldllddddrruurrudrruluuuuulddrddddlllddlluuuurruurluurlddddllddddrruurrruuuuuuuldlluldrddddllluurrllddrrruuddllddddrruulrddlluullluuuuuururd
sasquatch-iii-010	lululldrllddrdrruluuddrrurrurduururrdlrrdrddlulullrrdrddldllururuullddulllldlluullddrluurrddllurdrrruuldrdl
sasquatch-iii-011	ruuululldrdrudrdddrruruulrddldlluludlulldllurrrrdllullddrdrdrdrrruuldrddllulurudllurudddrdrruuullrrdlrddllululululuurrrrdrdurdduuuuulluurrdddddllurdruuulldulldldlddrdrdrdrdrrururururuululullllrrrrdrdrddlululrdrddldldldllululululuurururururrdrdrdrdrdrrdrdrruruululldrllddrdrruluullddrluurrddrruulrdldllluurdldr
sasquatch-iii-012	ldddddllllulurrrrlllddrrrruuuuddddlludlluurrddrrrrddlllluurrdurrddlluulllluurrdullddrrrrddddlluuuulluurrdullddrrddddrruuuuuuuullllddrrddllulurddrruuudddddddrruuuuuuuullrrruuldrdluuuuullldrrurdddlludrruuullldrullldrurrdddlluulurrrdddrrrddlddddddddlluuuulluuuuuuuulurdddddddddrruuuuudddddddddrruuuuuuuuruulllrrrddlurul
sasquatch-iii-013	drrruldrrruldrdrruruuldldldrdrddrrruulluululdrrdddurrddlldluruuuuluurdddddurrddlluuuullllurrlldllurrrllldllurrrdrrrrruuldrdlllllrrurldllurrdrrruuldrdllllurrdrruuldrdlllrrrddrruullllrrdddddllluulrddlruuldllluuuulurrrrrrdrruuldrdlrdddddllluulullrrddllluuuulurrrrrrllllldddddrrrrdrrruuuuuuuldlllllldddddrrudrrdrrrddldllurldlluruuuruldddddrruldluuuruulullrrdrddlullluuuuddddrrrdrrrrddllldlurrrruulldurrddlluululllluuuulurrrrrrrurdddddddlllulllluurrrdulllddrrurullrddlluuuulurrrrrrrurddddduuuullllllldddrrdrrddluruldlurullrddlluuuulurrrrrrrurdddduuullllllldddddrrrdrrdddlluuuuruldlurullrddlluuuulurrrrrrrurddduullllllldddddrrrdrrddldluuuuruldlurullrddlluuuulurrrrrrrurddullllllldddddrdrurrdrddlluuuruldlurullrddlluuuulurrrrrrrurd
sasquatch-iii-014	rruurrurrdlulddullddlluurrrrllllddllddlldllurdruudrruurrddllllrruurrrrdlulllddrrudlluurruurrrrurrddddlllluuurrdduuurrddddllrruuululddullllddlluurrrrrrllllldldddlldlluuuurrrrdddlluudddlluuuurrlldddrdruudrruuuurrrrddddllllllrruuuurrrrrrurrddddlldlluuuullllddddlldlluuuurrurrddddrruuuurrdddrluuurrdluldurrurrdluldrrdddllrruuullllllddddllllurdrullddllurdrurrrruuuurrrrrrdddlldlllllllldllurrrrrrlllllluuurrurrdlrurrrrrrurrddddlldlllllllrrrulruulurrrrrurrdlrdddlldllurldllurluur
sasquatch-iii-015	lullldllllrrrrurrdulldrdullllluurrdrdrrurrdrrdrrrurrrrlllldlludrrururdrrddlluulldllurrrrlllllllulldrrrrrlllllllulullddrrrrrulldllluurrdullddrrrdluuullllddrddrruruurrrdllurrrrdlllrrrdddlluuddrruuullulllullllddrddrrurrrllldlluuluurrrrdrrrdrrdddlluuddrruuurrdrrrullllruuurrdduullddddrrrulrruldldllurrlluuurrddlruullddrddruurrdlrrddrruullddrrrruuluulldlllddrluurrrurrddrddllllullllurlurlluurrddlddrrrrdrrrruuluulldllll
sasquatch-iii-016	lurulddrrdldrlluruuurduuurrdrddllldludddrudddrruruullluldldddlluluurrrruulduuuulldlddrr
sasquatch-iii-017	uulllddddrluurdluuurldlldrurduurdurrdlllddrulurddlddrudrrulrdrrlldurrdlurruuldrdlrrdlrddluuuludldrurrddluluuuruulddddllldrlddrulddulrddlurdddurruldluddludllurrruuldrddllururrrdrrulllluuuldulldrulllrrudrudlllurdlllurdddrulurlluuurdddrruldlluurdrdddlddruuuurrruudlruuuuruuldduurrrdlldlllulldrrrrddduld
sasquatch-iii-018	ulddrruurruruuullrrdddldlllluulullldduurrrdrddddlldldddrrlluuururrrrddrdrrruuurulddlldldruurrddddllluurrllddrrruuuullullddrluurrddurrddllulduluuuurrddddldruuullulldlldldddrruurrrrluurrdrrddddllludrrruuuulldlllllddrdrulluululdrrddlllluuurrdduulldddrrrrdrruldlulluurrrrruuulldlldurrurrdddllllullldddrruurulrurrduurrdddlllluldrrrrruululddurrddlllluurruuuululllddrrdrrllulldldruurrurulddlluuuurrrddllrruulllddddlddruluruurrdddrruulrddlluuruuulllddrrdrudrddddlluuuuruldddrrdrrulllrddlluuuuddrrrrrruruuullddrluurrrrdddllullldduuruululdrrddrruddrruuullllulldrurdrrddlllddrrudlluurrdrrruuullddldrldlllluurrrrdrulddddlluuudlluurrrrdddddrrruuldrdlddddlllulldllulllluuuruuluuruuuurrrdrrurrdrrrrdddldddddduuuuuuruuullllulldrrrrllllllulllddddlddruuuuddddddldddrrrrdrrullll
sasquatch-iii-019	ddldllullluuddrrrdrruruurrdrddldddllrruuuruululluururrdrrrdduulllulldlddlluluuruuurrlldddlddrdrruurdrddldllulrdrruruullddurldlluurlddrrulruddrrrddldddlluulullullldddrdrruulurulrdrldddlluluuuuurrurrrddrrrrddldddlluuluuudddluruuruulllldlldddddrdrruulurdrrrddrruullllruuuruulllldlldddddrdrruurrrddrrrrruruulldllruudldddlluuluuuruuruurrdrrrddllddulllrrddldddrrruruulldllddlluurlddrrrrruruulldluldurruuurruullddddullluullllldlldddddrdrruurrrddrrrrruruulluuuuurruuulullddrdllrdrdddllluulllluuruuurrddrrlddduurrdrddrruuuuulullddrdlullluullddrrrrlllldlddldlldddddrdrruurrrrrrruuuurruuuuulullddllluullllldlddrrurrldduuruurrddrrrrddddddddlllllllddlluluuuuurruudrrrlluuuruullldlddrrurdldddlldddddrdrruuluuuuuuddddddrrrrrrrruuuuuuuulllluullllldlddrldduuuururrrddldlurruurrddlrrrrrddddddddlllllllluuuuuuurrulldddruluurrrrrrruullrrddrddluulldrurrdddddddrruuddlldllurruuldrddlllllllddrrlluuluurddrrul
sasquatch-iii-020	ddddrrrrdlullllllldrurrruurrrdulllddrrruuruulddlllddrrrudllluurrrddddlllddrrrudllluurrrddrddluullluurrrdulllddrrrlllllludrrruulllddlddruurrruullldurrrddllluuuurrruullldurrrddllluuluurddrrrddllludrrruulllrrruuldrdluurrdldddrrruullrrddllulurddrrddlluuddlddddruluuurrrddllrruullldduuruuuulldrdrddlllluurrurrdddruldllludrrruuulldduurrdddllrddrulurddddluruuullulldddrrrruullduulldddrrurdrddlludruuudlurruurrdddllulduluuuuuuurdurdddddddldrddlu
sasquatch-iii-021	uururururdlldldllulululdrrdrdrddddrdrdrdrullululldldldlurrururrdrdrrruuuluudllurlddrdrrddludllulldrrrdrullululuurluululullldddrddldddrrrururrddluuddrrrddluruldlululldrllddrulurdrulllluuururrdlurululluurdurrdrdrddlruulululuurdrdlluldrrrrddurruruuldldurrdll
sasquatch-iii-022	rrruddullllrllluddurrrrrrururulddlddrurudlllllllluluuurrrrrrrrdddlddrdruldddruldlllldddrrrrruululllluuudddrruldludllurldlluuldururuuldldurrrrdrrurrdrdddlllllllluuuruululduruuldurrrrruuulllllddrddddrddldddrrrrrrdlurrrdrddllllluururrruuululldllulldldddrrrrrllldrullluuururrdrrurrdrddddrddllllluurulldrddrrrrruuluuuululldllulldlddddrrrlluluuururrdrrurrdrddddrddllllluululdrrddrrrrruullllllrrurdrruuuululldllulldlddddrrurrrllldrurrdrrrrddllllluurulldrrrrruurdduuluurdduulluurrddurrdddddlllllrruuruulddddruuluululldllulldlddddrrrrddrrrrruuddllllluuururrlldlldllluuuururrdrrurrdrddllldllullrrdrrurrruululldllulldlddrrrddrddrrrrruullllrrrrddllllluuruurrrrduluurdulluurrdrrdddddlllllluurrrurdululuurrddllulldllurrluldlluluuurrrrrrrrdddldllllrrrrurrdlldrddluuddrruullddllddrrrrrruuuuulluldddldllddrrrruuuuddddrruuuuulluldduuuurddldruuuluurdddduuullllluuurrrrrddddlddddrddddrruuuuuuuuuulrddddddddddlluuuuluuuuulllluuurrrrrddlddddddlddldldrrrlluuruuruuuuulllllllldddrddlddrrrdrrlldrddrrrrruulllluldulullluuruuluuluuddrddluuddrrddlluudlldddddrrrrrruullluulurdddludrrrrddlllludrrrruullluludrdrrrddlllluurrrrdrrdrrrrddlllllllllluulluuuuurrdrrdldlduruuluuruuurrrrrrrrdddddlddlldlldllluuddrrrurrurruuruuuuulllllllldddlddrdduuluuruuurrrrrrrrdddddrddduuullddlldlldlllluuruuldduuuuruuurrrrrrrrdddddlddlldllulluulluurddullldddddrruuuuddddlluuuuurrdrrddrrddlllrrruulluuluuldlldddddrruuuurrddrrdrrurruuruuuuulllllllldlddrddlddddlluuuuurruuuruulddurrrrrrrrrdddddlddlldllulluulluuruuldduuuurddurrdlulldddrruurulrrrrrrrdddddlddlldllulluullruldrrddrrdrrurruuruuuuullllllurdrrrrrdddddlddlldllulluululuuuuurrddddlruuuullddddrruuurrrrrrrurrrddddddddddlluuuuluuuuullllduuddllulullddddrruuddlluuuurrrdrrrrrruruullllldduurrrrrddldlllllrrrdlulldllddlluuuurrrrdrrrrruruulllllddldrrruldlldllddlddrddrrdrrurruuruuuuuuruulllllddldrrlldllddlddlddddlluuuuuuuuuurrrrrrddllddlddrddrrdrrurruuruuuuuuruullllllllllddrrrrdrullllluurrrrrrrrrrddlllllldrrdrrlluurrrrrrddddddddddlluuuuluuuurudlddddrddddrruuuuuuuuuulllllrrldurrddlddddlddlldllulluuluuruurrurrdrruurrrrddddddddddlluuuuluuluuddrddrddddrruuuuuuuuuullddlruuldddduuuuruullllllllllddllddddddddddrruuuuruuruurrurrdrrddrruudllullulldllddlddrddrrdrrurruuruuddrddddrruuuuuuuuuulllldurruullllllllllddllddddddddddrruuuuruuruurrurrrrurrrrddddddddddlluuuuluuluuluurrruulllllddldrrluuurrrrrddlllldludrdrrddrruuudddlddrddddrruuuuuuuuuulluullllllllllddrrrrddllddlluuudddrddrddrrddlllrrrurrdrrrllluurruuruuluulluurrr
sasquatch-iii-023	llluuuulrdlrdddddddlrulrrrrrdulldurrrrdrlurluuuuuuurldrlddrlddrlrdluuurdlllllllulrddlruuddldruuuldruuuluuurdddddldruuuddluurrrudrrurdlllurdlllurluullldddrrdruudllluuurrdddllurluurrrdullldddrrrrlddluddllurrdrudddluulldrurrdddrrruuulllrrruuulllulrrdrruldlluluulldddrrrrrurdlllludrrrruuulddrdllllrurdrullldrrrrdduurrrllluuulddrdlullluurdldrrrdrulllluullddrldrluuurrrddrrdrrrullllrudrrrdrrllllluuurdlddrruluurdlddrruldrrrullrruulddrdluuurrrddlldlddruuurrdluldrruuulldurrdddlllddruddrrulldludddruurrdlullddruldddruuddddrruuulldlulldrrurdullllldrrllulldrrllurrrrdllrurrrrrrdddlluulurdddluurullldrurdllllulldrrrrlllllddlluurrruuldrdlddlluurlurldddrrruuurrdlrrrullrdddludrrluuuldurrrrrdddluurullldrurdrddrrudlllurulddrrruulrulrdddllluuulldrlllurrldddrudllrudluruuuuluurdddd
sasquatch-iii-024	rrruruululldddldruuuurrdrddlddrddldlluuudddrrurrdlrrddllllrrudrruuluurduurrddlrrrrdrrddllllluururrdllrrrrddllludrrruulluluurdduuurrddddduuulruulluluurduurrdddrdluuuulldlldlddddrruruuluururrddddlruuuulldlddrduluurduurrddlruulldllurlluurrrrlldullddrddluuddrrdlldddrruluuuddddlulluurrdulluluuruurrddddrduluuuullddduuurrrrdduullllddldllulluurrrrrrrddrruullddddrruldlulluuulllllddrrdrrrrllllurrlllluurrrddrddldlddrdrruuuuluulllldddlddruuuuuudrrrrddldludrruuuldduulllddrrudlluurrdddddrddluuuuuuddddrrlluuullddddrluurluurrdduuurrdlrdl
sasquatch-iii-025	lllrrrrrruururrdlddllllulldlllrrrurrdrruurlddrruullddddrluurrddrddrddlruuululuullllulldrrrrrlddrruuddrddrddldllulluuulluulurrrrddrdrulluuuurrddddlluurlddrruullllldddrrdddrdrrruruulluuddrrulullluullldddddruruldluuururrddrrrddrddldllulluluuluulullddldllldddrdrrurruuurlddrruulldddlldlluluuurrruruurrurrdrrddrrrddrddldlluulullulllddrrurrrdddrrruruuulullluuuurrruuruulullldldddllulrurlddrrururuurrdrddlddlllddllulldlluulululluururrdrrdrdrddurrururuurrdrddludddlllddlldllurrrllllluulululluururrdrrdrdrdddldrrllllddldllldddrdrrurrurruruluuddddlluurldddllurdrurrurrrddluruldlllldllurrrrrrdrruldludrdrrrullrrruuldrdldllurlulldrrulllluuudddllllddlluluurduurruruuldldurrdldlruuldldurururuuldldurduluddrrrrurrdllllddllururuullddrddluuddldlddruruuddllururrruluruululdrrddludrrrurrdlllluldrrruruuulululullldlddrrdrdululldruluururrddrdrdrluluurdrdrdddrdlllruruurrululllrrddddrdlluruuurrruruuldldurrdldlruuldllllulldrdrdrluluurdrrddduuullulullldlddru
sasquatch-iii-026	ldddrrrrddrrurruuulluulllldlldddrrdrullluuuuuurrrruurrdrrdddllddrrdddlldlddllluulluuddrrddrrruuruuuddrrdlurulruulduululldrldllulluuurrrrdduuuurrdrrdddllrruuulluluurdullllddrrddllddrululldrullluulldlldddrrddrrurlurlddlluulluuurrurrdddrddldddludldllurluururrllddrrdrullllddrrdrddluruullluurdurrrdrrddllrurulrullllrrruuuuluuurrrllllldruuurdurrdlullldrddlddduuulldrlddruudddddlddddrrdrrrruurrddrrrrruuddlluulluululrdrruldddrudrruldddludllurrlllulluuuuuuururrdrdddddddrddllululluurrurldllddruluulllllddddrdrrrrruuruddrdrruulldlldlluruuuuuuuulllrrrrurrdrdddddduuuuuulullluulrdddddddlllluuuluuuuurrurrrrdrdduulullllldldddddrddldddddrrrrdrrurrdrruuluuuuuuuruuullrrdddllllrrulrrddddddddrddllulldllulllluurduuluuruuluuuuururrrrrdrddurdurrdlddddddlllrrrdddrddrruldlurrrruuuullllrrrrddlduuruuluuruuullddllrruulrrruuldrdlrdluuuullldrrulllldllulldrdrluurdulllldrrllllddru
sasquatch-iii-027	ldldldurdlldllurlluuuruluuuurlddddrrurruruuldluuddllurlurddrdurrdlddlluudrddldddlluuuuuruldddddrdruuldlurrururrdrrruurrurlddrullldrlddrddlullrrdrrrdddldllllllllururdlllurdrrrdlrrruuruuddldlllurrddrrrruuldrdllrulurrruulluuulldruuuldrddllulluluulldrdulldrruurrrddrddrruuurrrrrdrddlddrddllrdlurruuuuuulullddllrrdddlluruddrrruuldrdlurrduuuullulluurrrdrdduululludllulluurrrrrddldlddludllurdrrrdrrruululuurdulullllllllddrddddrddrrururlddlllurrdrrddlluullddlluurrurulllurulruuluurrrddrrrddddlluulldduurrddrrurrurrdlldlluullddrruuuululurrdduullllllddrrudlluurrddldduuluurdd
sasquatch-iii-028	uuurddlldllurrdruruullddrdldrddluuddrddludllurrdrddluruluuruururrdllululuurrdduuluurdurrdlluluurdldrddluuddlddruuddddrrurullrdrrrdlrddluururrdlulduulldrrllldllurrrllldlddrruulurdddlddruuuuldduuuulllddrrllulldrlddruululldrurdrrullrrurrdllrrrdrrruullrrrrdluruulddrddrruulrddllurluluurddrddlluruuldrddlddruullllddlluuruluuurrduuulduldulldrrurruulldurrddllrudrdrrullullddrurrdlulldllurrddddllddllurlurrrllluurddlddlluurlddrruudlurruulddlddrruluurdlddrddluurrrrddrrddludluuudddrrrrulldllddrrudlluurdururrdlldlluurdrruldllulldrr
sasquatch-iii-029	llldlddlddrduluurdrrlluuururrdddduuuuuuuuuuullllllllllllllddddddddddddddrrrrrrrrrrruuddlllluulullulldlrurrdldduurrrdrddllllrrrrrrrruuluuruururruuuuuuulllllllllllllldddddddddddrrlluuuurruruuruuludrddlullrrdddldlluuuuddddddddrrurrdrrdrddrrrruuluuruururruuuuuuullllllllllldduurrrrddrdrrdrrurldlluruuddllluluurrrrllllllllddrddlddldllddddrrurrdrrdrddrrrruuluuruururruuuuddddrrdddddrrrrrrruulullulldlrurrdldduurrrdrddllllrrrrrrruuuuuuuuuulllllllllldddddddrrrrldddrrrruuluurddduurrlllllulldrrldddrrrrlllluuullluuuuuuurrrrrrrrrrdddddddllldddlllluuuuuuruuludrddlullrrdddldlluuuuddddrrrdddrrrruuurrruuuuuuullllllldddduuuurrrrrrrdddlldllurrrlluudddddlddruudrrruuuuddddllldddlllluuullluuuurrruuurrrrlllldddlllddlluuuullllrrrrddddlldllurrrlldddlddruuddddlllluuluurddduulllulldrrlllluuuurrurrdlllruruuruuldduuuurrrrddrddluuu
sasquatch-iii-030	uuuuuuurrrrrrdrddddddlldluuddddruulddddllllddrrrrrruruuuuuullulddrddlddruuuulddrddlllllddrrrrrruruuuuuullulddrddddllluuuuuuuuuurrddrdduuluulllluurrrrrrdrddddddlluuuluurddddluuruulllddddddddddrrruuuuluuruuuullllluurrrrrrdrddddddlluuuuullllluulllllldlddddddrrurddddluuruuuuuurrrruulllllldlddddddrrurdduuuuldduuruuldduurrrrruulllllldlddddddrrdruuuuldduuuurrrrruulllllldlddddddrrdruuluuuurrrddddddddddllluuuuruluuuuurrrdddddlruuuuulllddruldddruldddruldddruldddrurlluuuurrrdddduuuuuuuuurrddddddddddlllurrluuuuuuuuurrddddddddduuuuuuuuurrddddddddddlllrrrulruuuuuuuuulldddddddddrdrrrruuldlllruuuuuuuuulllldddddddddrrrluuuuuuuuurrdddddddddlllluuuullluuuurrllddddrrruuuurlddddddddrruuuuuuuurlddddddddrruuuuuuuullddddlluuuurrrrddddllddddrrrruruulduruuldllrruruulddrdluuuruuldddrddddddllluuuuuuuururrddluddrddluuddrddluuddrddllllldurrrdllurrrrdllurruulduuuruulddduuuruulllddddrluuuurrrdddddludrddludrddlullldrrurruullrruullldddurrrddlldlluruuuurrruullrrddllluuddddddlluuuurlddddrruuuullddrlddrruurrrddlldlullldrrurrrruuuuuullllrrrrddllllluuddddddlluurlddrrrrrrruuuullllldddullddrruulluuuuuurrddddddlluuuurlddddrruuuullddrlddrruullddddrruurrrrrddlllldlullldrrulllluurrlluuuuuurrrdddddddulllddrrruullluuuurrllddddrrruuuulllddrrlluurrrdddduurrrrrrrrruuuuuululllllllllllldlddddddrrrrllddrrruulllddddrrruurrrrrrrddlllllldlurrrdllulllluuuullddddddrdrrrrrrudrrrrrruruurrruuuurrdrddluuddrrruuuuuulldddduuuurruulllldlddddrrdruulddddrrruuuuuulllddrdluuurrrdddlruuurrdddlluuuuurrrrdrddddllluuurdduullluurrrrdrddddlldluuddddruulddllddrrrruruuuulluldddrdlllurluurldddrrruulduruulduuruldddlluurlddrruruuldllurllllddddddrrlluuuuuurrrddddddllluuuurururrdrrddllluullldddrurlldddrrruuudddllurdrullluurdduuluurdddurrrrrrruuuululllllllldlddddrrdruldddrurrdlulluullddddrdrrrru
sasquatch-iii-031	ldlldllrrddlluddldluudrrrlldllddrrrlldduurrddlrrdrdllrruluululuuluuluuururrrdrdddlldldludrddrddrddldllluuluuluururrrddllullddrruulurduddrrrdrrudlluuluurrdrdlldluudrruulldddrdrrudldddlddrrruruulldlrurruruuddlldldlldllluuluururrrdrrurddullddrdluuurrdrdllruullddrrrddldlurrurrlluurrdrrrddlldlluluuuruulrdrrurddrruuluulldduurrddrddldddlldlluluuururrurdllldldddrdrrurruuuruuluulldddllulurrurddullddrruuululldurrddrdrrlldlldllullluuruuuruuururrrddrdrrrddrddldllluurrdrdluuluuddlluuruuurrddrddldllluululurruullldlddrrurrurrrddrddldllluululurldlluururdlllullldldddlduruuururrrdrdddldddldddrdrrrddrdrrurruuurudldddlldlluluuuruuuruulldluulurrlddrruuddrddldluudrruulldluudrruulldludldddlddrrurrurddrdllruullddullddrrurdulullluururrurrrddllulurrurddullddrrlddrruulurldllduullduddrdlldluudrruullruullddrdl
